manufacturer_id,name
712,NIC TEST ACCOUNT-1
713,NIJAGUNA TRACTORS AND TRAILER
714,NIRMA ENTERPRISES
715,NIRMAL INDUSTRIES
716,NIRMALA INDUSTRIES
717,NISSAN MOTOR INDIA PVT LTD
718,NORTON
719,NPS INDUSTRIES
720,NUTAN AGRO INDUSTRIES
721,OIL FIELD WAREHOUSE AND SERVICE LIMITED
722,OKA MOTOR COMPANY LTD.
723,OKAYA EV PVT LTD
724,OM GANESH AGRO
725,OM GANESH TRAILOR
726,OM JAI SANTOSHIMA
727,OM MAHALAKSHIMI ENG. WORKS
728,OM SAI AGRO INDUSTRIES
729,OM SAKTHI TRAILER
730,OM SARAVANA ENGG INDUSTRIES
731,OMEGA CONST. EQUIPT. PVT. LTD.
732,OMEGA CONSTRUCTION EQUIPMENT PVT LTD
733,OPEL
734,OTHERS
735,P AND H INDIA LIMITED
736,P H TRUCK CRANE
737,P&H GERMANE
738,P.CARRERA PVT. LTD.
739,P.LA.ENGINEERING WORKS
740,P.M DIESELS PVT.LTD.
741,P.M.F AABS
742,P.V.P.LTD.
743,PADAMAVATI ENG WORKS
744,PADMASHRI TRAILERS
745,PAL DIESAL PVT LTD
746,PAL PEUGEOT LTD
747,PANCHANATH AUTO PVT LTD
748,PANDIYAN TRAILERS LTD
749,PANKAJ ENGINEERING WORKS
750,PARAG AGRO
751,PARANJYOTI STEEL INDUSTRIES
752,PARAS AGRO PRODUCTS
753,PARAS TRACTOR
754,PASUPON TRAILORS
755,PATMAVATI MOTORS
756,PAVAN INDUSTRIES
757,PAWAR WELDING
758,PENDEY MOTORS PVT.LTD.
759,PERUMAL TRAILERS
760,PIAGGIO VEHICLES PVT LTD
761,PL HAULWEL TRAILERS
762,PODDAR INDUSTRIES
763,POOJA INDUSTRIES
764,PORSCHE AG
765,PORSCHE AG GERMANY
766,POSSIBLE AUTOMOBILE PVT. LTD.
767,POWER TRACTOR LTD
768,POWERLAND AGRO TRACTOR VEH PVT LTD
769,POWERLAND AGRO TRACTOR VEHICLES PVT LTD
770,PRABHU AUTO ENGG. WORKS
771,PRABHULINGESWAR ENG WORKS
772,PRAGATI AGRICULTURE
773,PRAKASH AGRO IND AND FABRIC
774,PRAKASH ENGINEERING WORKS
775,PRAKASH METAL
776,PRAKASH TRAILER
777,PRATIK TRAILERS
778,PRAVEEN KUMAR AND BROTHERS
779,PRAVIN AGRO INDUSTRIES
780,PRECISION INSTRUMENT MANUFACTURERS
781,PREEET AGRO INDUSTRIES PVT LTD
782,PREET AGRO INDUSTRIES PVT LTD
783,PREET TRACTORS PVT LTD
784,PREET TRACTORS PVT. LTD.
785,PREFIX ENGG PVT LTD
786,PREMIER LTD
787,PRIYA CRANES
788,PUBLIC TRAILER WORKS
789,PUNJAB AGRO IMPLEMENTS INDUSTRIES
790,PUNJAB AGRO INDUSTRIES
791,PUNJAB TRACTORS LIMITED
792,PUSPAK
793,R M PANCHAL
794,R R ENGINEERING WORKS
795,R S AGRO ENGINEERING WORKS
796,R.K.AGRO INDUSTRIES
797,R.K.ENGINEERING WORKS
798,R.S.AGRO INDUSTRIES
799,R3 ENTERPRISES
800,RAAJ AUTOMOTIVE
801,RAAM BAAG EQUIPMENT P LTD
802,RABBANI ENGINEERING WORKS
803,RACE AUTOMOTIVES PVT. LTD.
804,RADHE AGRO INDUSTRIES
805,RADHESHYAM TRAILOR
806,RAFI AGRO PRODUCTS
807,RAGHAVENDRA INDUSTRIES
808,RAGHUVIR INDUSTRIES
809,RAHUL KRUISHI TRAILER
810,RAITHA SEVA AGRICULTURE DVT IN
811,RAJ AUTO
812,RAJ AUTOMOTIVE
813,RAJ INDUSTRIES
814,RAJ TRAILER INDUSTRIES
815,RAJA AGRO INDUSTRIES
816,RAJA ENG WORK
817,RAJA INDUSTRIAL WORKS
818,RAJA TRAILERS INDUSTRIAL WORKS
819,RAJAN INDUSTRIES
820,RAJANI ENGG WORKS
821,RAJANI GENERAL ENGG
822,RAJDHANI AUTO IND
823,RAJENDRA ENGG. WORKS
824,RAJESH STEEL AND WIRE INDUSTRIES
825,RAJESHRI AUTO MECHE
826,RAJESHWARI INDUSTRIES
827,RAJKAMAL MOTORS LTD
828,RAJMANDIR AUTO INDUSTRIES
829,RAJMOHAN INDUSTRIES
830,RAJSHAKTI AUTO
831,RAJSONS ENGINEERS & FABRICATORS
832,RAKKEESWARA TRAILORS
833,RAM CHAND & SONS
834,RAM CHANDER & SONS
835,RAM DIESELS PVT LTD.
836,RAM JI ENGINEERING WORKS
837,RAMBABU ENGINEERING WORKS
838,RAMONA
839,RANI SATI AGRO INDUS.
840,RAO INDUSTRIES
841,RAPIER 40
842,RARA LABOUR FARM EQUIPMENTS
843,RASANDIK ENGINEERING
844,RASANDIK ENGINEERING INDUSTRIES INDIA LTD
845,RASANDIK MOTORS PVT LTD
846,RASANDIK THREE WHEELER
847,RASANDIK VEHICLES PVT. LTD.
848,RATAN ENGINEERING WORKS
849,RATHNA ENGINEERING COMPANY
850,RATNA ENGINEERING ENTERPRISES
851,RATTAN AGRO INDUSTRIES
852,RAVI ENGINEERING WORKS
853,RAVI INDUSTRIES
854,RAVI KISAN INDUSTRIES
855,RAVI TRAILERS
856,REDDY AGRO ENGG WORKS
857,REDDY ENGINEERING AND CO
858,REDDY UDYOG WORKS
859,RENAULT INDIA PVT LTD
860,RENUKA AGRO INDUSTRIES
861,RENUKA WELDING WORKS
862,RENUKADEVI TRAILOR
863,REVA ELECTRIC CAR CO
864,ROLLS ROYCE
865,ROOP MECHANICAL WORKS
866,ROOPA TRAILERS
867,ROYAL AUTOMOBILES
868,ROYAL TRACTOR PVT LTD
869,ROYAL-ENFIELD (UNIT OF EICHER LTD)
870,RUPAL AGRO IND
871,RUSSIAN BYELAURS TRACTOR
872,S B TRAILORS
873,S J TRAILORS
874,S S AGRO INDUSTRIES
875,S U HABEEBA ENGG WORKS
876,S.B.G.E.WORKS
877,S.K.CARS LTD
878,"S.L.V. INDUSTRIES, ILKAL"
879,S.M.E.WORKS
880,S.R.TIPPER
881,S.V.ENGINEERS
882,SAATHI TRADING CO
883,SACHIN TRAILER
884,SACHITANAND ENGINEERING WORKS
885,SACHITRA AUTOMOBILE
886,SAFAI AGRO ENGINEERING WORKS
887,SAGAANA ENGINEERING
888,SAGAR AGRO STEEL INDUSTRIES
889,SAGAR INDUSTRIES
890,SAGGU AGRO INDUSTRIES
891,SAHJANAND TRAILER
892,SAI AGRO INDUSTRIES
893,"SAI KRUPA ENGG WORKS,BHMPUR"
894,SAI TRAILERS
895,SAIBABA TRAILER
896,SAINATH AGRI IMPLEMENTS IND.
897,SAIPOOJA FABRICATORS
898,SAKSHAM TECH AUTO
899,SAKSHAM TRADING COMPANY
900,SAKTHI ENGG WORKS
901,SAKTHI GANESH AUTO SERVICE
902,SAKTHI VINAYAKA ENG WORKS
903,SAKTHIVEL ENGINEERING WORKS
904,SAKTHIVEL TRAILER WORKS
905,SAKTHY AGENCIES
906,SALEEM ENGG WORKS
907,SAMBHAJI TRAILOR
908,SAME DEUTZ - FAHR INDIA (P) LTD.
909,SAME GREAVES TRACTORS LIMITED
910,SAMEER ENGINEERING
911,SAN MOTORS LIMITED
912,SANDEEP INDUSTRIES
913,SANDEEP TRACTOR
914,SANGAM AGRO INDUSTRIES
915,SANJIV TRAILOR MURGOD
916,SANT AGRO INDUSTRIES
917,SANTOSH ENGG WORKS
918,SANY HEAVY INT. LTD. PR C
919,SAPTSHRUNGI ENG. WORKS
920,SARAVANA TRAILER
921,SAS MOTORS LTD.
922,SATHESH TRAILERS
923,SATNAM ENGINEERING WORKS
924,SATYAM AGRO INDUSTRIES
925,SATYANARAYANA ENGG.WORKS
926,SAWATAMALA WELDING WORKS
927,SAYA AGRO INDUSTRIES
928,SCOOTERS INDIA LTD
929,SHAAKTIMAN AGRO INDUSTRES
930,SHABARI AGRO INDUSTRIES
931,SHAH AGRO ENGG WORKS
932,SHAHJANAND AGRO IND
933,SHAM TARILERS
934,SHAMBHULINGESHWAR ENG WORKS
935,SHAN TRAILERS
936,SHANMATHI TRAILER WORKS
937,SHANMUGA TRAILER WORKS
938,SHANMUKESHWARA AGRO IND
939,SHANTHINATHA TRAILOR
940,SHARANVEERESHWAR INDUSTRIES
941,SHARP DIAMOND TOOLS
942,SHASHI TRAILORS
943,SHEERIN STEEL INDUSTRY
944,SHELAR ENGINEERING
945,SHELKE STEEL TRAILER
946,SHIGI AGRO INDUSTRIES
947,SHIKALKAR AGRO
948,SHIKALKAR PRODUCT
949,SHILPA INDUSTRIES
950,SHIMOGGA TRAILOR AND IMPLEMENT
951,SHIRIRAJ AGENCIES
952,"SHIV AGRO ,AGENCY"
953,SHIV AGRO INDUSTRIES
954,SHIV TRAILOR INDUSTRIES
955,SHIVA GAYATRI ENGG WORKS
956,SHIVA INDUSTRIES
957,SHIVABASAVA AGRO INDUSTRIES
958,SHIVAGANGA AGRO INDUSTRIES
959,SHIVAJI AGRO INDUSTRIES
960,SHIVAM ENGINEERING WORKSHOP
961,SHIVAM TRAILOR
962,SHIVASHAKTHI ENG WORKS
963,SHIVASHIDDHA MALLIKARJUN AGRO INDUSTRIES
964,SHIVKRUPA TRAILOR
965,SHIVRAJ TRAILOR
966,SHOBHA AGRICULTURAL INDUSTRIES
967,SHOBHA ENG WORKS
968,SHREE KRISHNA AGRO INDUSTRIES
969,SHREE SHAKTI AUTO IND
970,SHRI ABIRAMI TRAILERS
971,SHRI AMARAVATHI TRAILERS
972,SHRI AMARESHWAR AGRO INDUSTRIES
973,SHRI AMMAN TRAILER WORKS
974,SHRI AMRESHWAR INDIA
975,SHRI ANGAMMAL ENGINEERING WORKS
976,SHRI ARUNA TRAILORS
977,SHRI ARUPADAYAN TRAILERS
978,SHRI ASALAMBIGA FACOTRY
979,SHRI ATHAVAN INDUSTRIES
980,SHRI AVP ENGINEERING WORK
981,SHRI BALA KRISHNA
982,SHRI BALAJI AGRO INDUSTRIES
983,SHRI BALAJI ENGINEERING WORKS
984,SHRI BALAJI TRAILERS
985,SHRI BALAMURUGAN AGRO IND
986,SHRI BANASHANKARA AGRO INDUSTRIES
987,SHRI BASAVESHWARA AGRO INDUSTRIES
988,SHRI BASAVESHWARA INDUSTRIES
989,SHRI BASAVESHWARA TR.&ENG.WORKS
990,SHRI BEERESHWAR WELDING WORKS
991,SHRI BHUVANESWARI ENGINEER WORK
992,SHRI BHUVANESWARI TRACTOR WORKS
993,SHRI CHAWDESHWARI ENGG WORKS
994,SHRI CHERAN TRAILOR
995,SHRI DATTAKRUPA ENG.WORKS
996,"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI"
997,SHRI DEVIKA TRAILERS
998,SHRI DURGA TRAILERS
999,SHRI DURGADEVI TRAILERS
1000,SHRI ENGINEERING WORKS
1001,SHRI GANAPATHY ENGG. WORKS
1002,SHRI GANESH TRAILER
1003,SHRI GENERAL ENG WORKS
1004,SHRI GOGUL TRACTORS
1005,SHRI GOGULAM FARM EQUIPMENTS
1006,SHRI GOWRI AMMAN INDUSTRIES
1007,SHRI GOWRISHANKAR INDUSTRIES
1008,SHRI GURU KOTTURESHWARA ENG.WOR
1009,SHRI HARI AGRO IND.
1010,SHRI IYYAPPAN TRAILERS
1011,SHRI JOTHIVEL INDUSTRIES
1012,SHRI JYOTHI TRAILER
1013,SHRI KALIKADEVI ENGG WORKS
1014,SHRI KANAGA TRAILERS TANKAR
1015,SHRI KEDARLING WELDING WORKS
1016,SHRI KORISIDDESHWAR AGRO IND
1017,SHRI KRISHNA AGRO ENGINEERING
1018,SHRI KRISHNA INDUSTRIES
1019,SHRI KRISSNA MOTORS
1020,SHRI KUMAR TRAILERS EQUIPMENTS
1021,SHRI LAKSHIMI MOTOR BODY WORKS
1022,SHRI LAKSHMI INDUSTRIES
1023,SHRI LAKSHMI LATHE WORKS
1024,SHRI LAKSHMI SARASWATI TRAILER
1025,SHRI LATHA TRAILERS INDUS.
1026,SHRI LAXMI AGRI IMPLEMENTS
1027,SHRI LAXMI AGRO INDUSTRIES
1028,SHRI LAXMI ENGINEERING WORKS
1029,SHRI LAXMI INDUSTRIES
1030,SHRI MAHALAXMI AGRO IND
1031,SHRI MALLIKARJUNA AGRO INDUSTRIES
1032,SHRI MANJU TRAILERS
1033,SHRI MANJUNATH AGRO ENG WORKS
1034,SHRI MANJUNATH AGRO IND.
1035,SHRI MANJUNATH AGRO WORKS
1036,SHRI MANJUNATH INDUSTRIES
1037,SHRI MANJUNATH TRAILOR
1038,SHRI MANJUNATHA ENGG.WORKS
1039,SHRI MANU INDUSTRIES
1040,SHRI MARUTHI FARM SERVICES
1041,SHRI MARUTHI INDUSTRIES
1042,SHRI MAULI ENGI.WORKS
1043,SHRI MEENAKSHI TRAILERS
1044,SHRI MODERN TRAILERS
1045,SHRI MOOKAMBIKA AGRO INDUSTRIES
1046,SHRI MOOKAMBIKA ENG. WORKS.
1047,SHRI MURUGAPARAMESWARI TRAILERS
1048,SHRI MURUGAPPA MOTORS
1049,SHRI NANDI AGRO ENGG. WORKS
1050,SHRI NANDI TRAILER WORKS
1051,SHRI NIDHI ENGG. WORKS
1052,SHRI PANNAIAMMAN TRAILOR WORKS
1053,SHRI PAVAN INDUSTRIES
1054,SHRI PITCHANDEESWARAN TRAILERS
1055,SHRI RAJ SHAKTI AUTOMOBILE
1056,SHRI RAJAVEL INDUSTRIES
1057,SHRI RAJE ENGINEERING WORKS
1058,SHRI RAJESHWARI TRAILERS
1059,SHRI RAM AGRO INDUSTRIES
1060,SHRI RAM AUTO TECH PVT LTD
1061,SHRI RAM DIESEALS PVT LTD
1062,SHRI RAM DIESEL P LTD.
1063,SHRI RAM ENGINEERING WORKS
1064,SHRI RAM INDUSTRIES
1065,SHRI RAM TRAILOR
1066,SHRI RAM WELDING LABOUR WORKS
1067,SHRI RAMA ENGINEERING
1068,SHRI RAMA KRISHNA INDUSTRIES
1069,SHRI RAMAN TRAILERS
1070,SHRI SAI AGRO INDUSTRIES
1071,SHRI SAI ENGG WORKS
1072,SHRI SAI FABRICATORS
1073,SHRI SAI MOTORS
1074,SHRI SAI TRACTORS
1075,SHRI SAKTHI VINAYAKA TRAILERS
1076,SHRI SANTHOSH TRAILERS
1077,SHRI SARASWATHI ENGG WORKS
1078,SHRI SARASWATHI TRAILERS
1079,SHRI SARAVANA TRAILERS
1080,SHRI SHIDDIVINAYAK ENGI WORKS
1081,SHRI SHIVA ENG WORKS
1082,SHRI SHIVA SHAKTI ENGG WORKS
1083,SHRI SHIVAKRUPA MOTORS
1084,SHRI SHIVASHAKTHI AGRO TRAILERS
1085,SHRI SHIVASHAKTI INDUSTRIES
1086,SHRI SHIVSHIDHA AGRI IMPLIMENT
1087,SHRI SHRINIVAS TRAILOR WORKS
1088,SHRI SHRINIVASA AGRO INDUSTRIES
1089,SHRI SHRINIVASA ENG WORKS
1090,SHRI SHUNMUGA ENGINEERING WORKS
1091,SHRI SHYAM DIESEL PVT LTD
1092,SHRI SIDDARAMESHWARA TRAILER
1093,SHRI SIDDESHWARA TRAILORS
1094,SHRI SIDDHARUDA ENG WORKS
1095,SHRI SIVASAKTHI TRAILERS
1096,SHRI THANGAMAN ENGG
1097,SHRI TIRUMALA ENGINEERING WORKS
1098,SHRI TRAILERS
1099,SHRI UDHAYAM TRAILERS
1100,SHRI VAIRAMUTHU TRAILERS
1101,SHRI VEERA BHADRESHWAR INDUSTRIES
1102,SHRI VEERBHADRESHWAR ENGG WORK
1103,SHRI VELA ENGINEERING WORKS
1104,SHRI VENKATA ENG WORKS
1105,SHRI VENKATAESWARA INDUSTRIES
1106,SHRI VENKATARAMANA TRAILER WORK
1107,SHRI VENKATESHWAR AGRO INDUSTRIES
1108,SHRI VENKATESHWARA ENGINEERING WORKS
1109,SHRI VENKATESHWARA TRACTOR
1110,SHRI VENKATESHWARA TRAILOR
1111,SHRI VIGNESH INDUSTRIES
1112,SHRI VIJAYALAKSHMI INDUSTRIES
1113,SHRI VINAYAGA AGENCIES
1114,SHRI VINAYAK INDUSTRIES
1115,SHRI.A.D.VEE.RAJA FARM SERVICES
1116,SHRIJI ENGINEERING WORKS
1117,SHRIKANTH ENGINEERING WORKS
1118,SHRILAKSHMI BODY BUILDER WORKS
1119,SHRINATH ENGINERRING WORKS
1120,SHRINIVAS TRAILER WORKS
1121,SHRINIWAS AGRO INDUSTRIES
1122,SHUBHA AGRICULTURAL
1123,SIDDESHWAR TRALIER
1124,SIDDHARUDA ENG WORKS
1125,SIDDHI NEW TECH
1126,SIDDHIVINAYAK INDUSTRIES
1127,SIMPSONS COMPANY LTD
1128,SINDHU MOTORS
1129,SIPANI AUTOMOBILES LTD
1130,SITARAM ENGG. WORKS
1131,SITARAM INDUSTRIES
1132,SIVA ENGINEERING WORKS
1133,SIVA INDUSTRIES
1134,SIVA TRAILERS
1135,SIVASAKTHI ENGINEERING WORKS
1136,SKODA AUTO AS
1137,SKODA AUTO INDIA PVT LTD
1138,SKODA AUTO VOLKSWAGEN INDIA PVT LTD
1139,SKS TRADE INDIA PVT LTD
1140,SLN ENGINEERING WORKS
1141,SLV M LTD
1142,SM AUTOKRAFTS PVT LTD
1143,SML ISUZU LTD
1144,SMV
1145,SNEHA ENGINEERING
1146,SOMAYAJI INDUSTRIES
1147,SOMNATH AGRO INDUSTRIES
1148,SOMNATH AUTO GARAGE
1149,SONA TROLLY INDUSTRIES
1150,SONALIKA INTERNATIONAL TRACTORS LIMITED
1151,SOORAJ AUTOMOBILES LTD
1152,SOORAJ AUTOMOBILES LTD.
1153,SOWRI TRACTOR MAINTENANCE ENGG
1154,SRI LAKSHMI ENGINEERING INDUSTRIES
1155,SRI MANJU TRAILERS
1156,SRI VELMURUGAN ENGINEERING WORKS
1157,SRUSHTI AGRO INDUSTRIES
1158,SSE WORKS LTD
1159,STAN WHEELS PVT. LTD (LUDHIANA
1160,STANDARD AGRICULTURE WORKS(R)
1161,STANDARD COMBINES PVT LTD
1162,STANDARD CORPORATION INDIA LTD
1163,STANDARD TRACTORS
1164,STAR AGRO INDUSTRIES
1165,STAR AUTO AGENCY
1166,STAR AUTO ENGINEERING
1167,STAR ENGINEERING
1168,STAR WELDING WORKS
1169,SUBRAMANYESWARA INDUSTRIES
1170,SUDARSHAN METAL WORKS
1171,SUDHA ENGINEERING WORKS
1172,SUDHARSAN FARM EQUIPMENTS
1173,SUNDARAM CLAYTON LTD
1174,SUNDARAM MOTORS
1175,SUNDARESH TRAILERS
1176,SUNIL AGRO ENGINEERING WORKS
1177,SUNKU AUTO LTD
1178,SUNNY MECH AND ENG.WORKS
1179,SUNRISE AUTO INDUSTRIES LTD
1180,SURAJ ENGINEERING WORKS
1181,SUREJA AUTO INDUSTRIES
1182,SURYA AGRO INDUSTRIES
1183,SURYA INDUSTRIES
1184,SURYA MODERN TRAILOR
1185,SURYA SCOOTERS P.LTD
1186,SURYA TRAILORS AND TANKERS
1187,SUSEE AUTOMOBILES (P) LTD
1188,SUSIL AND CO
1189,SUVAGA MOPED
1190,SUYOG WELDING WORKS
1191,SUZUKI MOTORCYCLE INDIA PVT LTD
1192,SWADESH MOTORS AND TRACTORS LTD
1193,SWADESHI INDUSTRIES
1194,SWAMI AGRO INDUSTRIES
1195,SWAMI ENGINEERING WORKS
1196,SWAMI INDUSTRIES
1197,SWARAJ AUTOMOTIVES LTD
1198,SWASTIK AGRO INDUSTRIES
1199,SWASTIK ENGINEERING WORKS
1200,SWETA AGRO INDUSTRIES
1201,SYAN AGRO INDUSTRY
1202,T D V LTD.
1203,TADANO LIMITED
1204,TAFE LIMITED
1205,TAJ METALS PVT LTD
1206,TALAT TROLLY INDUSTRIES
1207,TAMIL NADU AGRO TRAILER
1208,TAMIL NADU TRAILERS
1209,TAMILNADU INDUSTRIES
1210,TAMILNADU MOPEDS LTD
1211,TATA HITACHI CONSTRUCTION MACHINERY CO.LTD.
1212,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD
1213,TATA HITACHI MACHINERY CONSTRUCTION LIMITED
1214,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD
1215,TATA MOTORS LTD
1216,TATA MOTORS PASSENGER VEHICLES LTD
1217,TATRA INDIA LTD.
1218,TECHNO BIKES PVT LTD.
1219,TEDC LTD
1220,TELA TECH INDUSTRIES
1221,TELCO LTD
1222,TELE MOTORS LTD
1223,TEREX CORPORATION
1224,TEREX EQUIPMENT PVT LTD
1225,THE TRICHY AGRO INDUSTRY
1226,THE TRUE SAI WORKS
1227,THENDRAL MOTORS
1228,THILAK INDUSTRIES
1229,THIRUMALA AGRO INDUSTRY
1230,THIRUMALA ENGG WORKS
1231,THIRUMALA TRAILERS
1232,TI CYCLES OF INDIA
1233,TIL LIMITED
1234,TIL LTD
1235,TIPTUR TRAILER
1236,TIRUPATI AGRO INDUSTRIES
1237,TM BENZ
1238,TM LTD
1239,TML LIMITED
1240,TOYOTA KIRLOSKAR MOTOR PVT LTD
1241,TOYOTA MATERIAL HANDLING INDIA PVT LTD
1242,TRACLAXX TRACTORS PVT LTD
1243,TRACLAXX TRACTORS PVT.LTD
1244,TRACTOR INDIA PVT LTD
1245,TRACTOR VANDANA GREEN
1246,TRIMURTI AGRO INDUSTRIES
1247,TRIMURTI FABRICATORS WORKS
1248,TRIMURTI INDUSTRIES
1249,TRIMURTI TRAILER
1250,TRIRUPATI ENTERPRICES
1251,TRISHUL TRACTORS PVT. LTD.
1252,TRISHUL TRADERS LTD
1253,TRIUMPH MOTORCYCLES (INDIA) PVT LTD
1254,TRR TRACTORS
1255,TVE PVT LTD
1256,TVS MOTOR COMPANY LTD
1257,U K FARM EQUIPMENTS
1258,UBAHAARI ENGINEERING WORKS
1259,UDAYAM TRAILER
1260,ULAVAN AGRO INDUSTIRES
1261,ULTRA MOTORS INDIA PVT LTD
1262,UMESH ENGINEERING WORKS
1263,UNIPAVE ENGINEERING PRODUCTS
1264,UNITED AUTO TRACTORS LTD
1265,UNIVERSAL LTD
1266,UVA POWER AGENCY
1267,V K INDUSTRIES
1268,V R WELDING WORKS
1269,V.S.T. TILLERS TRACTORS LIMITED
1270,V.T. ENGINEERING
1271,VAIBHAV AUTO INDUSHRIES
1272,VAIBHAV AUTO INDUSTRIES
1273,VAISHNAVI ENGINEERINGS
1274,VANDANA TRAILORS AND BODY MFG PVT LTD
1275,VANI ELECTRIC VEHICLES PVT LTD
1276,VASAGAM INDUSTRIES
1277,VASANTHI AUTOMOBILES
1278,VASUNDHARA AGRI WORKS
1279,VAUXHALL MOTORS LTD
1280,VE COMMERCIAL VEHICLES LTD
1281,VEER BHADRESHWAR TRAILERS
1282,VEERASAMY ENGG. WORKS
1283,VEERESHWAR INDUSTRIES
1284,VEHICLE FACTORY JABALPUR
1285,VELLORE ENGINEERING WORKS
1286,VELMURUGAN TRAILER FARM EQUIPS
1287,VENKATESH AGRICULTURE WORKS
1288,VENKATESHWAR AGRO INDUSTRIES
1289,VENKATESHWARA ENGINEERING WORK
1290,VENUS AUTO INDUSTRIES
1291,VERSATILE ENGINEERING SERVICES
1292,VESPA
1293,VIBGYOR ALLIED INDUSTRIES LTD.
1294,VIBGYOR VEHICLES LIMITED
1295,VICTOR AGRO INDUSTRIES
1296,VIDARBHA TRAILERS
1297,VIJAY AGRICULTURAL INDUSTRIES
1298,VIJAY ENGINEERING WORKS
1299,VIJAY SUPER MAKERS LTD
1300,VIJAYA INDUSTRIES
1301,VIJAYA VALUE ELECTRIC PVT LTD
1302,VIJAYALAKSHIMI ENGG WORKS
1303,VIJAYALAKSHMI INDUSTRIES
1304,VIJAYAN ENGINEERING WORKS
1305,VIKAS INDUSTRIES
1306,VIKASH TRAILERS
1307,VIKRAM AUTO LTD
1308,VIMAL INDUSTRIES
1309,VINA ENGINEERING WORKS
1310,VINAY INDUSTRIES
1311,VINAYAK INDUSTRIES
1312,VIPUL AUTO IND
1313,VISHAL AGRICULTURAL WORKS
1314,VISHAVKARMA AGRO INDUSTRIES
1315,VISHAVKARMA ENGINEERING WORKS
1316,VISHVAS TRACTORS LTD.
1317,VISHWAKARMA AGRICULTURE UDHYOG
1318,VISHWAKARMA ENGINEERING WORKS
1319,VISHWAS INDUSTRIES
1320,VISHWAS TRAILER WELD WORK
1321,VITHAL GENERAL ENGINEERING
1322,VIVEK ENGINEERING WORKS
1323,VOLKSWAGEN AG
1324,VOLKSWAGEN INDIA PVT LTD
1325,VOLTAS LIMITED
1326,VOLVO CE INDIA PRIVATE LIMITED
1327,VSL INDUSTRIES
1328,VST MOTER INDIA COMPANY
1329,VST TILLER TRACTOR LTD
1330,WASIM MEERA ENGG WORKS
1331,WILLYS INDIA LTD
1332,XCMG CONSTRUCTION MACHINERY CO. LTD.
1333,XYZ1
1334,YA HABIB ENGINEERING WORKS
1335,YAARI AUTOMOBILES PVT LTD
1336,YANMAR CONST EQUIP CO
1337,YASEEN AGRO INDU
1338,YASH AGRO ENGINEERING WORKS
1339,YASIN INDUSTRIES
1340,YEZDI MOTORS LTD
1341,YO BIKE
1342,YOGESH TROLLY
1343,YOGIRAJ TRAILERS
1344,YUGANTAR INDUSTRIES
1345,YUGBIKE TECHNOLOGIES LLP
1346,YUKIE MOTORS PVT LTD
1347,YUSUF KHAN ENGINEERING WORKS
1348,YUVARAJ ENGG WORK
1349,YUVRAJ INTERNATIONAL
1350,ZENTHIUM EV PVT LTD
1351,ZERMANS INNOVATIETECHNOLOGIES
1352,A K AUTTO ELECTRICAL
1353,AADITYA EMOTORS INDIA PVT LTD
1354,AAKK AUTO PVT LTD
1355,ADITYA AGRO INDUSTRIES
1356,AGRO TRAILERS AP312870751
1357,AHITESHAM AGRO ENGINEERING
1358,AJANTA KRUSHI YANTRA
1359,AKASH EQUIPMENTS & MACHINERIES (P) LTD.
1360,AKSHAR AGRO INDUSTRIES
1361,ALLIED ENGINEERS
1362,AMKODOR INDIA J.V.PVT.LTD
1363,ANNAPURNA AGRO INDUSTRIES
1364,ARIHANT MOTORS PVT LTD
1365,ARMSTRONG SIDDLEY
1366,ARTI INDUSTRIES
1367,ARUN AGRI EMP LTD
1368,ASHA IMPEX
1369,ASHA INDUSTRIES
1370,ASPI CARS PVT LTD
1371,ATITHI AUTOMOBILE
1372,ATLAS COPCO INDIA LTD
1373,ATLAS WEGHAUS ENG
1374,AUTOLITE (INDIA) LIMITED
1375,AVIAN AUTO PVT LTD
1376,BABU AGRO ENG WORKS
1377,BAJRANG AGRO INDUSTRIES
1378,BALAJI AUTOMOBILES
1379,BALAJI ENGG WORKS
1380,BALAN ENGINEERING PVT LTD
1381,BALKAR COMBINES
1382,BANKAR ENGG WORKS
1383,BENGAL SPEED AUTOMOBILE PVT LTD
1384,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA
1385,BHARTI ENG. WORKS
1386,BHAVANA TRAILORS ENG WORKS
1387,BORIWLI WOODEN AND STEL
1388,BRIGHT METAL WORKS
1389,BULBULE ENGINEERING WORKS
1390,CAELILLAR SEVILLE
1391,CAMCO TRAILERS
1392,CHAANY AGRO INDUSTRIES
1393,CHAMARAJA TRAILOR
1394,CHANDRAKANT ENTERPRISES
1395,CHANDRU AGRO INDUSTRIES
1396,CHODHARY ENGINEERING WORKS
1397,COLES CRANE
1398,CONSTRUCTION AND EARTHMOVING
1399,CRANE KRAFT INDIA PRIVATE LIMITED
1400,D B R AGRO INDUST
1401,DADA MOTORS LIMITED
1402,DASMESH MECHANICAL WORKS PVT.LTD
1403,DE EUSI MOTORS PVT LTD.
1404,DEMAG DEMAG HC 340
1405,DEUTSCHE MOTOREN PVT LTD
1406,DHANALAKSHMI ENGINEERING WORKS
1407,DM AGRO INDUSTERIES
1408,DODGE MOTORS
1409,DUCATI INDIA PVT LTD
