manufacturer_id,name
1410,E MOTOR INDIA PVT LTD
1411,E V TECHO ELECTRA MOTORS PVT LTD
1412,ECO SMART VEHICLES PVT LTD
1413,ELGI EQUIPMENTS LTD
1414,ESSAR ENGINEERING
1415,ESSKAY FORM EQUIPMENTS
1416,EVEREST TRAILERS
1417,FARGO AUTO LTD.
1418,FAUN LTD
1419,FINE EQUIPMENTS INDIA PVT LTD
1420,FONEX LTD
1421,G S N ENGINEERING WORKS
1422,GANAPATI AGRO INDUSTRIES
1423,GANDEM REACH BUILDERS
1424,GARWARE MOTORS LIMITED
1425,GASCON AUTO PVT.LTD.
1426,GENERAL AGENCIES(KOLKATA) PVT LTD
1427,GIRIJA TRAILERS
1428,GOBIND INDUSTRIES PVT LTD
1429,GRD MOTORS
1430,GURUKIRPA INDUSTRIES
1431,H. R. AGRO INDUSTRIES
1432,HALASIDDESHWAR AGRO
1433,HARSIDDHI ENGG WORKS
1434,HARSORA ENGINEERING WORKS
1435,HERCULES CRANE PVT.LTD.
1436,HIRA COMBINES PRIVATE LTD
1437,HMSI PVT LTD
1438,HOP MOTORS PVT LTD
1439,IMT TRACTOR
1440,INDIA TRAILERS LTD
1441,INDICO MOTORS PVT LTD
1442,INDRA TRAILORS
1443,INDUS A DIVISION OF ELECTROTHE
1444,JAI BHARAT ENGINEERING WORKS
1445,JAI KISAN FABRICATIONS
1446,JAMALBHAI GULABBHAI LUHAR
1447,JAYADRI STEEL INDUSTRIES
1448,JEET AGRO INDUSTRIES
1449,JINESHWAR ENG AND REPAIRS
1450,JLG LTD
1451,K T ENTERPRISES
1452,K.M.CO LTD
1453,KADLIKOPPA INDUSTRIES
1454,KAILASH INDUSTRIES
1455,KALMER INDUSTRIES
1456,KALYAN MOTORS COMP LTD
1457,KALYANI AGRO IMPLIMENTS
1458,KARNATAKA SCOOTERS LTD
1459,KGN
1460,KHALSA AGRO INDUSTRIES
1461,KHUSHBU AUTO PVT LTD
1462,KIA MOTORS CORPN
1463,KRUSHI KISAN TRAILORS
1464,L & T JOHN DEERE LTD.
1465,L&T CONSTRUCTION MACHINERY LIMITED
1466,LAKSHMI ENGINEERING WORKS
1467,LAKSHMI TRAILERS
1468,LEO INDUSTRIES
1469,LEXUS MOTORS LTD
1470,LIUGONG IND PVT LTD
1471,LIUGONG INDIA PVT. LTD
1472,M H AGRICULTURE WORKS
1473,M K BROTHERS
1474,M/S. DAVE EXIM (P) LTD.
1475,MAHAVIR ENGINEERING WORKS
1476,MAHAVIR TRACTOR AND IMPLEMENTS
1477,MAHINDRA & ASSOCIATES AUTOMOTIVE PVT LTD
1478,MAHINDRA FORD AUTOMOTIVE PVT LTD
1479,MAHINDRA LAST MILE MOBILITY LTD
1480,MALTESH ENG WORKS
1481,MANITOU EQUIPMENT INDIA PVT LTD
1482,MANKU AGRO TECH PVT LTD
1483,MARSHAL TRACTOR & FARM EQUIPMENTS
1484,MARUTHISAN PVT LTD
1485,MARUTI TRAILERS
1486,MASERATI
1487,MAULI AGRO INDUSTRIES
1488,MAURYA MOTORS PVT LTD
1489,MEERA MARKETING CO
1490,MODERN INDUSTRIES
1491,MUKUL ENTERPRISES
1492,MURAGEPPA AGRO INDUSTRIES
1493,NAGESH ENTERPRIES
1494,NANDI AGRO ENGINEERING WORKS
1495,NARMADA INDUSTRIES
1496,NAYAK ASSOCIATES
1497,NEELKANTH ENGINEERING WORKS
1498,NEW ARCANA INDIA
1499,NEW DURGA ENGINEERING
1500,NEW GURDIAL AGRO INDUSTRIES
1501,NEW HIRA FARM EQUIPMENT PVT LTD
1502,NEW SHRIJI ENGINEERING WORKS
1503,NOBLE CYCLE & MOTOR CO.
1504,OMAX ENERGY PVT. LTD.
1505,OMKAR INDUSTRIES
1506,OMKAR TRAILER
1507,P B NATIONAL AGRICULTURE WORK
1508,P M DIESELS PVT LTD
1509,PACE AGRO PRIVATE LIMITED
1510,PADMA AGRO INDUSTRIES
1511,PADMA ENGINEERING WORKS
1512,PANESAR AGRICULTURE INDUSTRIES
1513,PARAMESWARA ENG. WORKS
1514,PARTAP STEELS
1515,PASHUPATI NATH MOTORS PVT LTD
1516,PATEL AGRO INDUSTRIES
1517,POPULAR AUTO WORKS LTD
1518,PRABHU AUTOMOBILES
1519,PRADEEP AGRO INDUSTRIES
1520,PRASAD AND PRASAD ENG
1521,PUNCH NATH AUTO PVT LTD
1522,R.K.TRAILORS
1523,RAHUL AGRO INDUSTRIES
1524,RAHUL AUTO
1525,RAHUL SUN & PARAS
1526,RAJ AGRO INDUSTRIES
1527,RAJANI STEEL WORKS
1528,RAJESH TRAILORS
1529,RAJU AGRO ENGG.WORKS
1530,RAMJI AGRO IND.
1531,RENUKA TRAILERS
1532,S E ASIA CO
1533,S L N LABOUR ENGG WORKS
1534,S TRADERS
1535,S.A INDIA LTD.
1536,S.M. LTD.
1537,SAHU INDUSTRIES
1538,SAKSHAM TECH AUTOMOBILES
1539,SANJAY TRAILORS
1540,SANMATI TRAILORS
1541,SARU ENGINEERING WORKS
1542,SATHIYA TRAILER AND INDUSTRIES
1543,"SEWAKUJ MOTORS PVT. LTD ,"
1544,SHAKSAM TECH AUTOMOBILES
1545,SHAKTHI AGRO INDUSTRIES
1546,SHAKTI AUTO GARAGE
1547,SHAKTI ENGINEERING WORK
1548,SHAKTIMAN AGRO INDUSTRIES
1549,SHANKAR INDUSTRIES
1550,SHIRAM FABRICATION AND TRAILOR
1551,SHIVNATH AGRO INDUSTRIES
1552,SHIVSHAKTI STEEL INDUSTRIES LATUR
1553,SHRI ANDAVAR AGRO IMPLEMENT
1554,SHRI BALAMURUGAN ENG. WORKS
1555,SHRI BALAMURUGAN TRAILERS
1556,SHRI BANDE RACHOTI ENGINEERING
1557,SHRI GANESH ENGINERRING WORKS
1558,SHRI HALASHIDDESHWAR AGRO INDUSTRIES
1559,SHRI KANAKA DURGA INDL
1560,SHRI KANNABIRAN ENGG WORKS
1561,SHRI LAKSHMI VENKATESHWARA AGRO INDUSTRIES
1562,SHRI LAKSHMI VENKATESHWARA ENGINEERING WORKS
1563,SHRI MARULASIDDESHWARA TRAILORS
1564,SHRI MARUTI ENGINEERING WORKS
1565,SHRI MEENAKSHI TRADERS
1566,SHRI MURUGAN TRAILERS
1567,SHRI NIDA ENGINEERING WORKS
1568,SHRI NISHA ENGINEERING WORKS
1569,SHRI RAMANJANEYA ENGG
1570,SHRI RANGA INDUSTRIES
1571,SHRI S M AGRO INDUSTRIES
1572,SHRI SAKTHI MOTORS
1573,SHRI SAMPATH ENG WORK
1574,SHRI SHANKAR MOTORS
1575,SHRI VIJAY ENGINEERING WORKS
1576,SHRI VIVEK INDUSTRIES
1577,SHRI VIVEKANANDHA TRAILERS
1578,SHRI YASH TRAILOR
1579,SHRIJI FEBRICATION
1580,SHRIJI MOTORS
1581,SHRINWAS AGRO INDUSTRIES
1582,SHUBHLAXMI AGRO IND.
1583,SHYAM DIESELS PVT LTD
1584,SIDDHIVINAYAK ENGINEERING
1585,SIDHI DURGA ENGINEERING
1586,SITARAM ENGINEERING WORKS
1587,SOHAM AGRO IND
1588,SOMANATH AUTO LTD.
1589,STANDARD COMPANY LTD.
1590,STAR INDUSTRIES
1591,SUDHA AGRO INDUSTRIES
1592,SUGOI MOTORS PVT. LTD.
1593,SUGURESHWAR AGRO INDUSTRIES
1594,SUJAY ENGG ENTERPRISES
1595,SURAKSHA TRAILORS
1596,SURENDRA KUMAR INDUSTRIES
1597,SURYA AGRO MACH PVT LTD
1598,SUTLAJ MOTORS LTD
1599,SWAMI RAJ ENGINEERING
1600,SWAPNIL TRAILORS
1601,TARZAN MOTORS
1602,TERRA MOTORS INDIA PVT LTD
1603,TORK MOTORS PVT LTD
1604,TPA LTD
1605,TRANSPORT SOLUTIONS INDIA
1606,UMA MOTORS
1607,V S TRAILERS
1608,VENUS AUTO WHEELS PVT LTD
1609,VENUS EQUIPMENT
1610,VIJAY SALES CORPORATION
1611,WHITE WAGON PRIVATE LIMITED
1612,XGMA LTD
1613,Y A I M S
1614,Y.M.I. PVT. LTD.
1615,YATI INDUSTRIES
1616,ZBEE INDIA PVT LTD
1617,A B EXCAVATORS & EARTHMOVERS PVT LTD
1618,A K S ENG AGRO INDUSTRIES
1619,A M ENGINEERING WORKS
1620,AASHI INDIA AUTOMOBILES PVT LTD
1621,AFREEN AGRO ENGG WORKS HUBLI
1622,AGRI KING
1623,AJACO ENGINEERING PRODUCTS PVT LTD
1624,"AJAY AGRO ENTERPRISES,SBP"
1625,AJAY ENTERPRISES
1626,AKASH KRISHI YANTRA
1627,AKSHAY INDUSTRIES
1628,ALLWYN PUSHPAK SCOOTERS
1629,ALTAF ENGINEERING WORKS
1630,AMIT ENGINEERING WORKS
1631,AMMANN APOLLO INDIA PVT LTD
1632,ANIKET TRAILER
1633,ANUSAYA STEEL WORKS
1634,ARIHANT ENTERPRISES
1635,ASALAMBEEGA FARM SERVICES
1636,ASHA METAL INDUSTRIES
1637,ASSALAMBIKA INDUSHRIES
1638,AUSTIN LTD
1639,AVADH AGRO AGENCY.
1640,AYESHA ENGG WORKS
1641,B J SPRINGS LTD
1642,"B N ENG WORKS, BERHAMPUR"
1643,B R INDUSTRIES
1644,BABA E-VEHICLES
1645,BABA PRODUCT
1646,BAGESWAR ENGG WORKS
1647,BAL AGRO INDUSTRIES
1648,BALU RAJA MOTORS
1649,BENTINCK INDUSTRIES PVT. LTD.
1650,BHARATHI TRAILERS
1651,BHOOMI AGRO INDUSTRIES
1652,BMG INDIA
1653,BRITANNIA ENGINEERING LIMITED
1654,BUICK
1655,CARGOTEC INDIA PVT LTD
1656,CHANDRABHAGA INDUSTRIES
1657,CHANNY AGRO INDUSTRIES
1658,CHITTRODA AGRO INDUSTRIES
1659,CONTINENTAL ENGINES PVT LTD
1660,CREATIVE ENGINEERINGS
1661,DELTA AUTOCORP LTD
1662,DESAI AND COMPANY
1663,DISPOSAL CRANE
1664,DIVYA INDUSTRIES
1665,DNYANARAJ TRAILER FABRICATERS
1666,DURGADEVI INDUSTRIES
1667,EAGLE AUTO PEARL PVT
1668,ELAHI WELDING WORKS
1669,FIVE ELEMENTS
1670,GAJARAJ AND COMPANY
1671,GAREWARE MOTORS PVT LTD
1672,GEETHA ENGINEERING WORKS
1673,GHANSHYAM ENGINEERING WORKS
1674,GILLPREETAGRO INDUSTRIES
1675,GULSHAN AGRO INDUSTRIES
1676,GURMEET LIMTED
1677,H AGRICULTURE WORKS
1678,H Z P AGRO EQUIPMENTS
1679,HERO EXPORTS
1680,INFINIUM MOTORS PVT LTD
1681,IRFAN ENG.WORKS
1682,ISHWAR FARMLINE EQUIPMENTS PVT LTD
1683,J.S.AUTO PVT LTD (KANPUR)
1684,JAGADAMBA ENGINEERING WORKS
1685,JAGADAMBA TRAILER
1686,JAI AUTOMOBILES
1687,JAI KISAN TRAILER
1688,JANORKAR AND COMPANY
1689,JAPAN TRAILERS
1690,JAWA INDIA LTD
1691,JAY ACE TECHNOLOGIES LTD
1692,JAY BHAVANI TRAILOR
1693,JAYAJOTHI TRAILERS
1694,JAYANT AGRO INDUSTRIES
1695,JEEVAN ENGINEERS
1696,JOSE AGRO INDUSTRIES
1697,KALLESHWARA INDUSTRIES
1698,KALSI ENGINEERING WORKS
1699,KAMAZ INDUSTRIES
1700,KAPTECH INDIA PVT LTD
1701,KARANATAKA ENGINEERING WORKS
1702,KBS AUTOMOBILES
1703,KELVINATOR INDIA LTD
1704,KHAJA NIZAMI ENGINEERING WORKS
1705,KHEDUT AGRO FABS
1706,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD
1707,KIRAN INDUSTRIES
1708,KISHAN INDUSTRIES
1709,KONE CRANE SWEDEN
1710,KRISHNA AGRO ENGI
1711,KRUSHI LAXMI AGRO INDU
1712,KUN MOTORCYCLES PRIVATE LTD
1713,KUTO WORKS CO. LTD
1714,LAMBY MOTORS LTD
1715,LAXMI INDUSTRIES
1716,LORAIN
1717,M D M LTD
1718,M G INDUSTRIES
1719,"M/S FARMAX EQUIPMENTS, SAMBALPUR"
1720,M/S R.K. ENGINEERING WORKS
1721,M/S SARANGI MOTROS
1722,M/S SHRI DATTA WELDING WORKS
1723,"MAA MANGALA MOTORS & ENGG,RKL"
1724,MAHENDRA INDUSTRIES
1725,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION
1726,MANIYAR & COMPANY
1727,MAYA AUTOMOBILES PVT LTD
1728,MAZDA MOTOR CORPORATION
1729,MFIL
1730,MINTO MOTOR LTD
1731,MIRYALAGUDA ENG WORKS
1732,MITHU BAJRANG ENG.WORKS
1733,MODERN ENGINEERING CORPORATION
1734,MOHAMMAD STEEL WORKS
1735,MONKU AGRO TECH PVT LTD
1736,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY)
1737,MORYA AGRICULTURAL IMPLIMENTS
1738,MULLAI INDUSTRIES
1739,MURGAN TRACTOR
1740,MYSORE AGRO INDUSTRIES
1741,"N.S.L.V.F. WORKS, ILKAL"
1742,NABH MOTORS PVT LTD
1743,NARIKALA INDO TECH
1744,NASEER WELDING CENTRE
1745,NASWAR DEAL COMM P LTD
1746,NAVIGATOR LINCON
1747,NEW BOMBAY TRAILER WORKS
1748,NEW JANTA QUALITY TRAILOR
1749,NEW KGN STEEL ENTERPRISES
1750,NEW SALVERAJ
1751,NIRMAL BROTHER
1752,NISHA TRAILOR WORKS
1753,NISUKI MOPEDS
1754,NORTH AGRO INDUSTRIES
1755,NORTHERN ENGG.WORKS
1756,OM INDUSTRIES
1757,OSWAL METAL INDUSTRIES
1758,PADMAVATI ENGINEERING WORKS
1759,PANCHAMAHAL AGRICULTURE WORKS
1760,PANDURANGA ENGINEERING WORK
1761,PASHUPATI VEHICLES PVT LTD
1762,PATALESHWAR INDUSTRIES
1763,PATEL INDUSTRIES
1764,PATIL INDUSTRIES
1765,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD
1766,PAVAN AGRO INDUSTRIES
1767,PAVITHRA ENGINEERING WORKS
1768,PEUGEOT LTD
1769,PG MOTORS
1770,PRAGATI ENGINEERING
1771,PRATIKSHA AGRO
1772,PREET INTERNATIONAL PVT. LTD.
1773,PRINCE AGRO WORKS
1774,PUNJAB AGRICULTURE WORKS
1775,PVT MAKER
1776,RADU AND RADU AUTO AGENCY
1777,RAJ SHAKTI LTD.
1778,"RAJA RANEE AGRO E WORKS,ANGL"
1779,RAJESH ENGINEERING WORKS
1780,RAMGARHIA MECHANICAL WORKS
1781,"RASOOL ENGINEERING WORKS,NARASARAOPET AP67542029"
1782,RENUKA ENGINEERING
1783,"RK ENGG WORKS,JUNAGARH"
1784,"ROHAN & SOHAN INTR.,CTC"
1785,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD)
1786,ROTARY ELECTRONICS PVT LTD
1787,RUDRA AUTO INDUSTRIES
1788,"S AND T MOTORS CO , KOREA"
1789,S S ENTERPRISE
1790,S. K. TRAILER
1791,S.R.ENGINEERING WORKS
1792,S.V.I
1793,SAHAKAR TRAILER
1794,SAIFAB ENG WORKS
1795,SAMARTH TRAILER
1796,SANDESH AGRO INDUSTRIES
1797,SANGAM STEEL INDUSTRIES
1798,SANMATI GAS WELDING AND STEEL
1799,SANMATI STEEL WORKS
1800,SANSAR INDUSTRIES
1801,SANTOSH AGRO
1802,SARSWATI AGRO CO.
1803,SATISH ENG WORKS
1804,SEEMA IND
1805,SEEMU INDUSTRIES HUBLI
1806,SHAIK ALI ENG WORKS
1807,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD
1808,SHANDONG LING. CON. M. CO. LTD
1809,SHANDONG SEN MACHINERY CO.LTD.
1810,SHARADA AGRO INDUSTRIES
1811,SHARMA ENGG.
1812,SHASTRI TOLLY WORKS
1813,SHIMOGA INDL
1814,SHIV SHAKTI INDUSTRIES
1815,SHIV SHANKAR AUTO ENGG WORKS
1816,SHIVAJYOTHI TRAILORS
1817,SHIVRAJ AUTOMOBILES PVT LTD
1818,SHREE JALARAM AGRI
1819,SHREE MARUTI NANDAN BUSINESSS (P) LTD
1820,SHRI ANJANEYA TRAILORS
1821,SHRI ANNAPURNA TRAILOR
1822,SHRI BANNARIAMMAN AGRO SERVICE
1823,SHRI DATTA AGRO INDUSTRIES
1824,SHRI GANAPATHY TRACTORS
1825,SHRI GANESH AGRO INDUSTRIES
1826,SHRI JYOTHI ENG. WORKS.
1827,SHRI JYOTIRLING TRAILER
1828,SHRI KOWMARI FARM EQUIPMENTS
1829,SHRI MAHADESHWARA TRAILER
1830,SHRI MARUTESHWAR ENGG.
1831,SHRI MELDI WELDING WORKS
1832,SHRI RADHNAKUMARI ENGG. WORKS
1833,SHRI RENUKA ENGG WORKS
1834,SHRI RENUKA GENERAL ENGG WORKS
1835,SHRI RENUKA TRAILERS
1836,SHRI SAI AGRI.WORKS
1837,SHRI SARASWATHI INDUSTRIES
1838,SHRI SHAKTI TRAILER FABRICATIONS
1839,SHRI SHAMBULINGERSHWAR ENG WORKS
1840,SHRI SHIVA TRACTORS AND TRAILORS
1841,SHRI SHYAM INDUSTRIES
1842,SHRI SWAMI SAMARTH TRAILOR
1843,SHRI VADESHWAR TRAILORS
1844,SHRI VARALAKSHMI ENGG WORKS
1845,SHRI VENKATESH ENGG WORKS
1846,SHRI VENKATESHWARA FABRICATIONS
1847,SHRI VIGNESWARA TRAILOR WORKS
1848,SHRIDHAR TRAILOR WORKS
1849,SHUBHAM MANUFACTURER
1850,SIDDESHWARA ENGG WORKS
1851,SIDHAM MOTOR PVT LTD.
1852,SKY HIGH MOTORS PVT LTD
1853,SOLANKE ENGINEERING WORKS
1854,SONAL IND
1855,SOWBHAGYA LAKSHMI ENG WORKS
1856,SRI AMMAN ARUL TRAILOR WORKS
1857,STAR ENGINEERING WORKS
1858,STARLINE AUTO BUILDERS
1859,SUBHADRA AGRO INDUSTRIES
1860,SUMUKHA AGRO INDUSTRIES.
1861,SUN SHINE ENGINEERING WORKS
1862,SUNIL AND ANIL INDUSTRIES
1863,SUNRISE AGRO INDUSTRIES
1864,SURINDERA AGRO INSDUSTRIES
1865,SURYODAY MECHANICAL WORKS
1866,SUZUKI JAPAN
1867,SWAMI SAMARTH FAB AND ENGG
1868,SWASTIK
1869,SWASTIK INDUSTRIES
1870,TECH AUTOMOBILES
1871,THIMMANNA GENERAL ENGG WORKS
1872,TOUSIF AGRO INDUSTRIES
1873,UMA AUTO INDUSTRIES PVT. LTD
1874,V G SALES INDIA PVT LTD
1875,V M MOTORS
1876,V.V.A.AUTO INDUSTRIES PVT.LTD
1877,VANI AGRO INDUSTRIES
1878,VIKAS AGRO INDUSTRIES
1879,VISHAL ENTERPRISES
1880,VISHWAJYOTHI AGRO INDUSTRIES
1881,WIRTGEN INDIA PVT LTD
1882,XYZ2
1883,YESH TRAILER
1884,YOGIKRUPA WELDING WORKS
1885,A ONE AUTO INDUSTRIES
1886,A R L TRACTORS & MOTORS
1887,AARTI AGRO INDUSTRIES
1888,ABHARAN MOTORS PRIVATE LTD
1889,ADARSH TRAILER
1890,AHMED MOTORS
1891,AKSHAY AGRO AGENCIES
1892,AMAC INNOVATIVES
1893,AMBERKAR TRAILERS
1894,AMBICA ENG WORKS
1895,AMBICA IRON WORKS
1896,AMBIKA ENTERPRISES
1897,AMR TRAILERS
1898,ANIRUDH RAJ AGRO LTD
1899,ANJALI ENTERPRISES
1900,APOLLO SENSOR PAVER FINISHERS
1901,ARBUDA ENGINEERING
1902,ASTON MARTIN
1903,ATHITHI GOKUL AUTO WORK
1904,AUTOHAUS PRIVATE LIMITED
1905,BABA AUTOS
1906,BADHE AUTO PVT LTD
1907,"BALARAM ENGINEERING,NIMAPARA"
1908,BHAGHAYSHRI TRAILERS AND FARM
1909,BHARAT KRUSHI UDHYOG
1910,BHARAT MOTORS
1911,BHARAT PUMP COMP. LTD
1912,BHIMASHANKAR AGRO INDUSTRIES
1913,BRC GASKIT MPFI
1914,C I PVT LTD
1915,CELLETRON MOTOR WORKS
1916,CHAMUNDA AGRO INDUSTRIES
1917,CHERY AUTOMOBILES CO LTD
1918,CHONGQING YU AN GROUP
1919,CORPORATION TRACTORS LTD
1920,DATTA SONA ENG.
1921,DEWAN AGRICULTURE WORKS
1922,DHARMRAJ AGRO IND.
1923,DISPOSAL TRACTOR
1924,DSK MOTOWHEELS PVT LTD.
1925,"DWARI ENGG WORKS,SAMBALPUR"
1926,ECO DYNAAMIC EQUIPMENTS
1927,EIMCO ELECON INDIA LTD
1928,EKTA AGRO INDUSTRIES
1929,EMERALD CARS PVT LTD
1930,EVEREST ENGG LTD
1931,FERRARI INDIA PRIVATE LIMITED
1932,G M ENGINEERING WORKS
1933,G T & F
1934,GAYTRI AGRO INDUSTRIES
1935,GBEE AGRO INDUSTRIES
1936,GOPAL AGROTECH
1937,GREEN AGE AGRO ENGINERING
1938,GREET TRACTORS PVT LTD
1939,GURUDEV AGRO EQUIPMENT
1940,HARIQ I. PVT. LTD.
1941,HYOSUNG MOTORS
1942,INDO POWER
1943,ISHWAR FARMLINE EQUIPMENTS
1944,JAI DURGA TRAILERS
1945,JAI HANUMAN MOTORS
1946,JAI HIND STEEL INDUSTRIES
1947,JAI KARNATAKA SALES & SERVICE
1948,JAI SANTOSHI MAA ENGINEERING WORKS
1949,JAISWAL INDUSTRIES
1950,JASBIR ENGINEERING WORKS
1951,JAYNATH ENGINEERING
1952,JEEP TRAILER
1953,JY RAM AUTO ENGINEERING PVT LTD
1954,KAISER LIMITED
1955,KHAIRE TRAILORS
1956,KIRAN AGRO EQUIPMENTS
1957,KIRLOSKAR OIL ENGINES LIMITED
1958,KISAN TRAILER
1959,KLS MOTORS
1960,KRISHNA ENGINEERING WORKS
1961,KRUSHIDHAN ENGG WORKS
1962,KRUSHIRAJ TRAILER
1963,KULUNDAN GENERAL ENGINEERING
1964,KUSHAL AGRO IND
1965,LAXMI VENAKATESHWAR KAMPLI
1966,LEELA TRAILER FABRICATION
1967,LMP TRCTOR PVT LTD
1968,LONGGONG (SHANGA) MACHINERY CO
1969,LOTEY AGRO INDUSTRY
1970,LOVELY AGRO INDUSTRIES
1971,LUNA LTD
1972,M K ENTERPRISES
1973,M S AGRO INDUSTRIES
1974,M/S S.S. AGRO INDUSTRIES
1975,M/S SAI AGRO MECHINERY
1976,M/S SHRIRAM AUTO TECH PVT LTD
1977,M/S SRI BALAJI ENGINEERING WORKS ANTPR AP29073183
1978,MAA SANTOSHI ENGG KALAHANDI
1979,MAA SHAKTI EXIM PVT LTD
1980,MAC AUTO INDIA
1981,MAHABALI SHETI AUJARE
1982,MAHADESHWARA TRAILERS
1983,MAHAKAL BODY WORKS
1984,MAHESH ENGINEERING WORKS
1985,MAHESH INDUSTRIES
1986,MAHESWARI ENGG WORKS
1987,MALIK ENGINEERING WORKS
1988,MANI TRAILERS
1989,MANJEET ENGINEERING WORKS
1990,MARRIS AXPRD
1991,"MAYUR ENTERPRISES,BARIPADA"
1992,MEENAMBAL ENGG INDUSTRIES
1993,MEHER TRAILERS PVT LTD
1994,MINSK TRACTOR WORKS
1995,MOGAL ENGINEERING WORKS
1996,MV AGUSTA MOTOR S.P.A
1997,N K INDUSTRIES
1998,NABHKIRAN AGRO IND.
1999,NAND ELECTRIC MOTOR VEHICLE PVT LTD
2000,NANHERA AGRO WORKS
2001,NEELKANTH FABRICATORS PVT LTD
2002,NEERAJ AGRO INDUSTRIES
2003,NEW MAULI ENTERPRISES
2004,NEW SHIVSHAKTI TRAILORS
2005,NISHA STEEL INDUSTRIES
2006,NOOR MASOON ENG LTD
2007,OM ENGINEERING WORKS
2008,OM SAI TRAILERS
2009,OM. INDUSTRIES
2010,ORIGINAL FUEL SYSTEM PVT LTD
2011,ORION MOTORS
2012,ORPI MOTORS
2013,PADMA TRAILERS
2014,PALLAVI GENERAL WORKS
2015,PARADISE ENGG. WORK
2016,PARAS INDUSTRIES
2017,PERFECT TECHNOCRATS
2018,PITHDAI WELDING WORK
2019,PLANET 7 INTERNATIONAL
2020,PM INDUSTRIES
2021,PRAMOD ENGINEERS
2022,PRAVIN METAL WORKS
2023,PRECISION CARS INDIA PVT.LTD.
2024,PRIYANSHU PRINCE ENGINEERING
2025,PUNJAB HI-TECH INDUSTRIES
2026,RADHAKANTA IND
2027,RAHUL AGRO EXPORTS PVT LTD
2028,RAJA ECO WHEEL
2029,RAKESH ENGINEERING WORKS
2030,RAM AGRO INDUSTRIES
2031,RANA ENGINEER WORKS
2032,RILEY
2033,ROHIT ENGINEERING WORKS
2034,ROVER COMPANY
2035,"S P TRADING, KHURDA"
2036,S R AGRO ENGINEERING
2037,S V TRAILER
2038,S. A. INDIA PVT. LTD
2039,S.L.N. TRAILORS AND IMPLEMENTS
2040,SADGURU TRAILER & AGRI EQUIP
2041,SAHARA TRALIORS
2042,SAHIL ENGINEERING WORKS
2043,SAINIK CYCLE MART
2044,SAMRAT TRAILER
2045,SANDVIK MINEING AND CONST.
2046,SANG YONG MOTORS
2047,"SANGEETA ENG WORKS,SAMBALPUR"
2048,SANTOSHIMA GEN. ENG. WORKS
2049,SARASWATI TRAILER UDHYOG LLP
2050,SARAVANA INDUSTRIES
2051,SATKARTAR AGRO WORKS
2052,SATNAM ENGG WORKS
2053,SENTHIL ENGG AND TRAILOR
2054,SHAKTI ENGINEERING WORKS
2055,SHOBHA TRAILER
2056,SHREE MOMAI TRAILER
2057,SHREE SHAKTI AUTO INDUSTRIES
2058,SHREE SHYAM AGROTECH
2059,SHREE VAARI FABRICATION
2060,SHRI BANASHANKARI ENG WORKS
2061,SHRI BHARAT AGRO EQUIPMENT
2062,SHRI CHAMUNDESHWRI ENGG WORKS
2063,SHRI CHAMUNDI MOPEDS
2064,SHRI CHAMUNDI TRAILOR
2065,SHRI CHITRA ENGINEERING WORKS
2066,SHRI KALLESHWARA INDUSTRIES
2067,SHRI KARUPPIAH DESIGN WORKS
2068,SHRI LAKSHMI TRAILER
2069,SHRI RAM WELDING WORKS
2070,SHRI RAMA TRAILOR
2071,SHRI SHIVARAMA ENG WORKS
2072,SHRI SHYAM ENGG WORKS
2073,SHRI SWAMI SAMARTH ENGG.
2074,SHRI VEERESHWAR INDUSTRIES
2075,SHRIRAJ ELECTRIC VEHICLES
2076,SHRIRAM ASTRAL MOTOR CO
2077,SIDDHESWARI WELDING WORKS
2078,SIDHANATH ENGG
2079,SJB TRACTORS
2080,SMK MOTORS AGENCY LTD
2081,SMT INDUSTRIES
2082,SOHARR INDIA AGRO DIVISION
2083,SOORAJ TRACTORS P.LTD
2084,SOUTHERN AGRO ENGINE PVT LTD
2085,SSV TECHNOLOGIES
2086,STAR TRAILERS
2087,STEEL CRAFTS
2088,SUBRAMANYA ENG WORKS
2089,SUPER STEEL POLYTECH
2090,SURYA INTERNATIONAL
2091,SURYA MOTORS
2092,SURYA TRAILERS
2093,SV FURNITURE AND ENGG WORKS
2094,SWARNCHAKRA AUTOMOBILES PVT LTD
2095,SWATH AGRO ENGINEERING WORKS
2096,SYN AUTO SOLUTIONS PVT LTD
2097,TEJAS ENERGY
2098,THE SHAKTI TRAILOR
2099,TIRUPATI ENTERPRISES
2100,TRISHUL AGRO INDUSTRIES
2101,TULSI AGRO
2102,TULSI TRAILER
2103,UMA AUTO INDUSTRIES PVT LTD
2104,UNITED TRANSMOVERS PVT LTD
2105,V K S TRAILERS
2106,V.I.L.V. INDUSTRIES.
2107,VAMOS MOTORS INDIA PVT LTD
2108,VAZEER ENGINEERING WORKS
2109,VIJAY TROLLY WORKS
2110,VINAYAKA TRALIERS ENGG
2111,VINTAGE VEHICLES
2112,VIRKRUPA AGRI WORKS
2113,VISHWAKARMA TRAILOR WORKS
2114,VIVEK MOTORS
